model,run,step,subject,rank_mean,rank_median,rank_max,rank_min
LM,1,70,M09,118.53125,92.5,378.0,0.0
LM,1,70,M14,129.7578125,105.0,380.0,0.0
LM,1,70,M15,123.77864583333333,90.0,383.0,0.0
LM,1,70,P01,90.47135416666667,54.0,368.0,0.0
LM,1,75,M02,82.21614583333333,51.0,348.0,0.0
LM,1,75,M04,99.94270833333333,65.0,375.0,0.0
LM,1,75,M07,102.8203125,78.0,378.0,0.0
LM,1,75,M08,99.54947916666667,66.0,365.0,0.0
LM,1,75,M09,103.94270833333333,72.5,381.0,0.0
LM,1,75,M14,118.97395833333333,88.5,381.0,0.0
LM,1,75,M15,107.3203125,69.5,383.0,0.0
LM,1,75,P01,71.30989583333333,35.0,376.0,0.0
LM,1,80,M02,82.26302083333333,47.0,361.0,0.0
LM,1,80,M04,94.5,56.5,376.0,0.0
LM,1,80,M07,105.6796875,75.0,370.0,0.0
LM,1,80,M08,95.09895833333333,64.5,381.0,0.0
LM,1,80,M09,104.7109375,74.0,367.0,0.0
LM,1,80,M14,112.07552083333333,82.0,375.0,0.0
LM,1,80,M15,104.17708333333333,66.0,383.0,0.0
LM,1,80,P01,70.171875,36.0,357.0,0.0
LM,1,85,M02,84.53385416666667,53.0,360.0,0.0
LM,1,85,M04,98.71354166666667,60.0,362.0,0.0
LM,1,85,M07,102.7890625,73.5,374.0,0.0
LM,1,85,M08,96.1484375,65.0,366.0,0.0
LM,1,85,M09,107.02604166666667,72.0,365.0,0.0
LM,1,85,M14,111.859375,77.0,376.0,0.0
LM,1,85,M15,107.44791666666667,70.5,380.0,0.0
LM,1,85,P01,76.0390625,41.0,364.0,0.0
LM,1,90,M02,98.40104166666667,62.5,373.0,0.0
LM,1,90,M04,114.20572916666667,83.0,375.0,0.0
LM,1,90,M07,114.43229166666667,98.0,378.0,0.0
LM,1,90,M08,107.79166666666667,79.0,375.0,0.0
LM,1,90,M09,118.60677083333333,94.0,381.0,0.0
LM,1,90,M14,125.12239583333333,89.0,383.0,0.0
LM,1,90,M15,116.43229166666667,82.0,380.0,0.0
LM,1,90,P01,88.20833333333333,51.0,359.0,0.0
LM,1,95,M02,121.59635416666667,99.5,366.0,0.0
LM,1,95,M04,136.6796875,114.5,377.0,0.0
LM,1,95,M07,131.37760416666666,106.0,381.0,0.0
LM,1,95,M08,132.4453125,114.5,371.0,0.0
LM,1,95,M09,141.60416666666666,123.5,383.0,0.0
LM,1,95,M14,147.59114583333334,122.5,382.0,0.0
LM,1,95,M15,134.4453125,104.5,383.0,0.0
LM,1,95,P01,113.23697916666667,82.5,377.0,0.0
LM,1,100,M02,79.5625,46.0,347.0,0.0
LM,1,100,M04,102.13541666666667,70.0,379.0,0.0
LM,1,100,M07,96.20833333333333,65.0,370.0,0.0
LM,1,100,M08,94.9140625,65.0,382.0,0.0
LM,1,100,M09,101.37760416666667,69.5,378.0,0.0
LM,1,100,M14,120.90104166666667,86.5,381.0,0.0
LM,1,100,M15,105.625,75.5,383.0,0.0
LM,1,100,P01,63.7109375,29.0,378.0,0.0
LM,1,105,M02,83.14583333333333,53.0,365.0,0.0
LM,1,105,M04,110.51822916666667,80.0,368.0,0.0
LM,1,105,M07,102.36197916666667,69.0,377.0,0.0
LM,1,105,M08,108.546875,79.0,363.0,0.0
LM,1,105,M09,114.54427083333333,77.0,379.0,0.0
LM,1,105,M14,124.76822916666667,98.5,381.0,0.0
LM,1,105,M15,109.3984375,76.5,383.0,0.0
LM,1,105,P01,74.3828125,43.5,357.0,0.0
LM,1,110,M02,90.8828125,58.0,371.0,0.0
LM,1,110,M04,111.62760416666667,86.0,378.0,0.0
LM,1,110,M07,104.625,75.5,376.0,0.0
LM,1,110,M08,108.82291666666667,74.0,374.0,0.0
LM,1,110,M09,113.66927083333333,85.0,381.0,0.0
LM,1,110,M14,124.2265625,101.0,383.0,0.0
LM,1,110,M15,108.70052083333333,75.5,380.0,0.0
LM,1,110,P01,76.32291666666667,40.5,362.0,0.0
LM,1,115,M02,86.27864583333333,51.0,349.0,0.0
LM,1,115,M04,107.19270833333333,77.5,371.0,0.0
LM,1,115,M07,100.99479166666667,66.0,375.0,0.0
LM,1,115,M08,101.83072916666667,69.5,373.0,0.0
LM,1,115,M09,105.0390625,73.5,380.0,0.0
LM,1,115,M14,118.0859375,89.0,382.0,0.0
LM,1,115,M15,110.6875,82.0,381.0,0.0
LM,1,115,P01,76.51041666666667,40.0,361.0,0.0
LM,1,120,M02,111.375,88.5,364.0,0.0
LM,1,120,M04,123.1328125,97.0,382.0,0.0
LM,1,120,M07,115.71875,84.0,382.0,0.0
LM,1,120,M08,124.84114583333333,92.0,381.0,0.0
LM,1,120,M09,123.9296875,96.5,380.0,0.0
LM,1,120,M14,136.88020833333334,119.0,380.0,0.0
LM,1,120,M15,130.08333333333334,107.0,377.0,0.0
LM,1,120,P01,98.1484375,66.0,381.0,0.0
LM,1,125,M02,103.1171875,65.0,369.0,0.0
LM,1,125,M04,118.84114583333333,87.0,378.0,0.0
LM,1,125,M07,115.14583333333333,83.0,378.0,0.0
LM,1,125,M08,111.67708333333333,81.0,379.0,0.0
LM,1,125,M09,116.01822916666667,81.5,373.0,0.0
LM,1,125,M14,131.03645833333334,109.0,381.0,0.0
LM,1,125,M15,114.55729166666667,87.0,380.0,0.0
LM,1,125,P01,84.140625,45.0,370.0,0.0
LM,1,130,M02,107.38020833333333,67.0,365.0,0.0
LM,1,130,M04,125.59635416666667,94.0,374.0,0.0
LM,1,130,M07,124.49739583333333,102.5,380.0,0.0
LM,1,130,M08,115.61458333333333,85.0,360.0,0.0
LM,1,130,M09,121.20833333333333,95.5,379.0,0.0
LM,1,130,M14,134.9609375,119.0,379.0,0.0
LM,1,130,M15,128.88541666666666,105.0,378.0,0.0
LM,1,130,P01,91.27604166666667,58.5,371.0,0.0
LM,1,135,M02,96.72916666666667,66.0,338.0,0.0
LM,1,135,M04,114.9921875,92.0,380.0,0.0
LM,1,135,M07,104.3046875,69.0,383.0,0.0
LM,1,135,M08,116.17708333333333,83.5,377.0,0.0
LM,1,135,M09,119.44010416666667,86.5,383.0,0.0
LM,1,135,M14,125.18229166666667,100.5,383.0,0.0
LM,1,135,M15,112.41666666666667,77.0,375.0,0.0
LM,1,135,P01,89.56510416666667,61.5,361.0,0.0
LM,1,140,M02,90.87239583333333,61.0,328.0,0.0
LM,1,140,M04,107.99739583333333,77.0,376.0,0.0
LM,1,140,M07,100.80208333333333,74.0,379.0,0.0
LM,1,140,M08,112.70572916666667,83.0,382.0,0.0
LM,1,140,M09,113.73958333333333,84.0,380.0,0.0
LM,1,140,M14,115.83072916666667,86.5,379.0,0.0
LM,1,140,M15,105.09114583333333,67.5,378.0,0.0
LM,1,140,P01,82.38020833333333,51.0,360.0,0.0
LM,1,145,M02,99.42447916666667,68.0,365.0,0.0
LM,1,145,M04,120.69270833333333,94.0,376.0,0.0
LM,1,145,M07,121.3515625,89.0,382.0,0.0
LM,1,145,M08,119.97135416666667,94.0,383.0,0.0
LM,1,145,M09,125.57552083333333,99.5,383.0,0.0
LM,1,145,M14,128.94010416666666,105.5,375.0,0.0
LM,1,145,M15,118.42708333333333,86.0,383.0,0.0
LM,1,145,P01,92.7421875,54.5,381.0,0.0
LM,1,150,M02,97.22135416666667,71.0,367.0,0.0
LM,1,150,M04,112.5078125,82.5,374.0,0.0
LM,1,150,M07,117.26822916666667,87.0,381.0,0.0
LM,1,150,M08,115.97135416666667,85.0,383.0,0.0
LM,1,150,M09,119.79166666666667,86.5,380.0,0.0
LM,1,150,M14,124.42447916666667,102.0,376.0,0.0
LM,2,5,M02,69.5703125,34.0,362.0,0.0
LM,2,5,M04,90.46354166666667,63.0,365.0,0.0
LM,2,5,M07,73.25260416666667,47.0,365.0,0.0
LM,2,5,M08,84.5,52.5,375.0,0.0
LM,2,5,M09,80.6875,52.5,360.0,0.0
LM,2,5,M14,105.02083333333333,75.5,375.0,0.0
LM,2,5,M15,81.62760416666667,53.0,373.0,0.0
LM,2,5,P01,69.4921875,40.5,382.0,0.0
LM,2,10,M02,43.341145833333336,16.5,341.0,0.0
LM,2,10,M04,63.34375,34.5,349.0,0.0
LM,2,10,M07,53.197916666666664,27.0,366.0,0.0
LM,2,10,M08,66.76302083333333,38.5,378.0,0.0
LM,2,10,M09,65.87760416666667,37.0,382.0,0.0
LM,2,10,M14,81.00520833333333,44.5,368.0,0.0
LM,2,10,M15,56.192708333333336,25.0,331.0,0.0
LM,2,10,P01,35.520833333333336,18.0,290.0,0.0
LM,2,15,M02,77.94270833333333,42.0,357.0,0.0
LM,2,15,M04,100.93489583333333,72.0,375.0,0.0
LM,2,15,M07,90.88020833333333,58.5,362.0,0.0
LM,2,15,M08,95.66145833333333,60.0,367.0,0.0
LM,2,15,M09,111.55989583333333,83.5,381.0,0.0
LM,2,15,M14,113.8125,92.5,382.0,0.0
LM,2,15,M15,99.63541666666667,73.0,382.0,0.0
LM,2,15,P01,65.81770833333333,36.0,360.0,0.0
LM,2,20,M02,115.40104166666667,82.5,376.0,0.0
LM,2,20,M04,129.03385416666666,111.5,383.0,0.0
LM,2,20,M07,138.85416666666666,131.5,381.0,0.0
LM,2,20,M08,127.89322916666667,97.5,383.0,0.0
LM,2,20,M09,135.55989583333334,119.5,383.0,0.0
LM,2,20,M14,139.74739583333334,128.0,377.0,0.0
LM,2,20,M15,134.140625,110.0,383.0,0.0
LM,2,20,P01,118.30208333333333,92.0,382.0,0.0
LM,2,25,M02,55.627604166666664,25.5,379.0,0.0
LM,2,25,M04,82.04427083333333,52.5,373.0,0.0
LM,2,25,M07,69.01302083333333,42.0,383.0,0.0
LM,2,25,M08,74.81510416666667,48.0,369.0,0.0
LM,2,25,M09,81.31770833333333,53.0,379.0,0.0
LM,2,25,M14,99.88802083333333,65.0,371.0,0.0
LM,2,25,M15,72.921875,40.5,377.0,0.0
LM,2,25,P01,51.09375,23.0,355.0,0.0
LM,2,30,M02,86.30729166666667,53.0,381.0,0.0
LM,2,30,M04,108.46614583333333,78.0,381.0,0.0
LM,2,30,M07,94.94791666666667,65.0,380.0,0.0
LM,2,30,M08,101.01041666666667,78.0,376.0,0.0
LM,2,30,M09,104.01041666666667,70.0,379.0,0.0
LM,2,30,M14,122.04947916666667,90.5,382.0,0.0
LM,2,30,M15,98.1171875,63.0,370.0,0.0
LM,2,30,P01,82.3359375,51.0,382.0,0.0
LM,2,35,M02,84.19791666666667,54.5,370.0,0.0
LM,2,35,M04,103.125,75.5,376.0,0.0
LM,2,35,M07,80.70572916666667,53.0,362.0,0.0
LM,2,35,M08,103.47395833333333,82.0,372.0,0.0
LM,2,35,M09,98.8671875,72.5,377.0,0.0
LM,2,35,M14,117.23177083333333,89.0,371.0,0.0
LM,2,35,M15,92.55729166666667,57.0,381.0,0.0
LM,2,35,P01,77.625,45.0,370.0,0.0
LM,2,40,M02,87.24479166666667,54.0,370.0,0.0
LM,2,40,M04,114.3984375,88.5,375.0,0.0
LM,2,40,M07,102.91145833333333,66.0,367.0,0.0
LM,2,40,M08,105.88020833333333,69.5,376.0,0.0
LM,2,40,M09,111.265625,87.0,378.0,0.0
LM,2,40,M14,123.921875,97.0,382.0,0.0
LM,2,40,M15,110.46354166666667,79.5,383.0,0.0
LM,2,40,P01,74.25,42.0,373.0,0.0
LM,2,45,M02,107.40364583333333,74.0,373.0,0.0
LM,2,45,M04,116.04427083333333,95.5,378.0,0.0
LM,2,45,M07,122.38541666666667,92.0,370.0,0.0
LM,2,45,M08,127.16927083333333,108.0,380.0,0.0
LM,2,45,M09,131.65625,109.5,377.0,0.0
LM,2,45,M14,123.32552083333333,103.0,378.0,0.0
LM,2,45,M15,127.67447916666667,99.5,380.0,0.0
LM,2,45,P01,109.47916666666667,82.0,381.0,0.0
LM,2,50,M02,86.7734375,56.0,382.0,0.0
LM,2,50,M04,93.18489583333333,54.0,377.0,0.0
LM,2,50,M07,91.84375,52.0,382.0,0.0
LM,2,50,M08,95.9296875,63.0,383.0,0.0
LM,2,50,M09,106.29947916666667,69.5,376.0,0.0
LM,2,50,M14,96.33854166666667,62.0,380.0,0.0
LM,2,50,M15,88.23177083333333,46.0,383.0,0.0
LM,2,50,P01,80.640625,44.0,379.0,0.0
LM,2,55,M02,102.92708333333333,72.0,382.0,0.0
LM,2,55,M04,112.19270833333333,88.5,378.0,0.0
LM,2,55,M07,104.54166666666667,74.5,369.0,0.0
LM,2,55,M08,109.73697916666667,72.5,379.0,0.0
LM,2,55,M09,109.54166666666667,80.5,376.0,0.0
LM,2,55,M14,124.77083333333333,98.5,377.0,0.0
LM,2,55,M15,103.85677083333333,64.5,378.0,0.0
LM,2,55,P01,109.1328125,77.5,383.0,0.0
LM,2,60,M02,86.41927083333333,57.5,382.0,0.0
LM,2,60,M04,94.16666666666667,56.0,364.0,0.0
LM,2,60,M07,92.87760416666667,60.0,368.0,0.0
LM,2,60,M08,91.81770833333333,59.0,379.0,0.0
LM,2,60,M09,92.453125,58.0,379.0,0.0
LM,2,60,M14,115.73177083333333,84.5,379.0,0.0
LM,2,60,M15,92.12239583333333,60.0,367.0,0.0
LM,2,60,P01,96.125,68.0,383.0,0.0
LM,2,65,M02,45.296875,21.5,331.0,0.0
LM,2,65,M04,64.734375,36.0,379.0,0.0
LM,2,65,M07,53.791666666666664,27.0,381.0,0.0
LM,2,65,M08,75.77604166666667,39.0,367.0,0.0
LM,2,65,M09,64.890625,33.0,382.0,0.0
LM,2,65,M14,78.16927083333333,44.5,380.0,0.0
LM,2,65,M15,55.182291666666664,29.0,369.0,0.0
LM,2,65,P01,41.9921875,20.5,292.0,0.0
LM,2,70,M02,68.625,39.5,358.0,0.0
LM,2,70,M04,95.390625,63.5,377.0,0.0
LM,2,70,M07,81.3046875,52.5,371.0,0.0
LM,2,70,M08,86.8671875,53.5,379.0,0.0
LM,2,70,M09,95.51302083333333,63.0,378.0,0.0
LM,2,70,M14,106.84895833333333,81.0,383.0,0.0
LM,2,70,M15,90.13802083333333,57.0,376.0,0.0
LM,2,70,P01,59.888020833333336,27.0,348.0,0.0
LM,2,75,M02,107.015625,80.5,380.0,0.0
LM,2,75,M04,130.81770833333334,103.0,379.0,0.0
LM,2,75,M07,113.52604166666667,89.5,382.0,0.0
LM,2,75,M08,124.30208333333333,100.5,382.0,0.0
LM,2,75,M09,126.0,102.5,383.0,0.0
LM,2,75,M14,141.53385416666666,127.0,382.0,0.0
LM,2,75,M15,126.15885416666667,106.0,376.0,0.0
LM,2,75,P01,103.91666666666667,73.0,381.0,0.0
LM,2,80,M02,137.75520833333334,114.5,379.0,0.0
LM,2,80,M04,140.36458333333334,123.0,379.0,0.0
LM,2,80,M07,144.42447916666666,124.0,383.0,0.0
LM,2,80,M08,135.96354166666666,124.0,369.0,0.0
LM,2,80,M09,142.8046875,109.5,382.0,0.0
LM,2,80,M14,158.6953125,151.5,376.0,1.0
LM,2,80,M15,146.74479166666666,133.0,378.0,0.0
LM,2,80,P01,143.765625,126.5,375.0,0.0
LM,2,85,M02,139.32552083333334,117.0,383.0,0.0
LM,2,85,M04,149.09375,138.0,378.0,0.0
LM,2,85,M07,145.03385416666666,123.0,383.0,0.0
LM,2,85,M08,145.734375,123.0,383.0,0.0
LM,2,85,M09,146.921875,134.0,380.0,0.0
LM,2,85,M14,166.24479166666666,158.0,383.0,0.0
LM,2,85,M15,144.765625,123.5,380.0,0.0
LM,2,85,P01,148.328125,132.5,383.0,0.0
LM,2,90,M02,142.94270833333334,121.5,383.0,0.0
LM,2,90,M04,148.39322916666666,134.0,382.0,1.0
LM,2,90,M07,146.63541666666666,124.5,383.0,0.0
LM,2,90,M08,146.484375,128.5,380.0,0.0
LM,2,90,M09,150.22395833333334,139.5,381.0,0.0
LM,2,90,M14,153.609375,140.0,379.0,0.0
LM,2,90,M15,157.0390625,146.0,376.0,0.0
LM,2,90,P01,152.14322916666666,139.5,382.0,0.0
LM,2,95,M02,128.17708333333334,107.0,381.0,0.0
LM,2,95,M04,151.23177083333334,132.5,380.0,0.0
LM,2,95,M07,132.59375,111.0,383.0,0.0
LM,2,95,M08,138.95572916666666,124.5,379.0,0.0
LM,2,95,M09,141.6328125,116.5,381.0,0.0
LM,2,95,M14,163.84114583333334,150.0,382.0,0.0
LM,2,95,M15,142.41927083333334,129.0,382.0,0.0
LM,2,95,P01,125.9765625,105.0,382.0,0.0
LM,2,100,M02,85.14322916666667,53.0,347.0,0.0
LM,2,100,M04,103.98958333333333,72.0,374.0,0.0
LM,2,100,M07,93.0546875,64.5,378.0,0.0
LM,2,100,M08,98.65364583333333,68.0,382.0,0.0
LM,2,100,M09,109.8046875,80.0,379.0,0.0
LM,2,100,M14,114.54947916666667,85.0,377.0,0.0
LM,2,100,M15,103.203125,68.0,383.0,0.0
LM,2,100,P01,69.00260416666667,38.0,353.0,0.0
LM,2,105,M02,90.60416666666667,58.0,379.0,0.0
LM,2,105,M04,106.71875,83.0,378.0,0.0
LM,2,105,M07,108.26302083333333,77.0,375.0,0.0
LM,2,105,M08,109.5,76.5,383.0,0.0
LM,2,105,M09,118.04947916666667,90.5,374.0,0.0
LM,2,105,M14,125.7421875,107.0,381.0,0.0
LM,2,105,M15,106.89583333333333,71.5,373.0,0.0
LM,2,105,P01,80.38802083333333,43.5,350.0,0.0
LM,2,110,M02,94.3046875,62.0,379.0,0.0
LM,2,110,M04,114.90104166666667,90.5,379.0,0.0
LM,2,110,M07,102.89322916666667,79.0,379.0,0.0
LM,2,110,M08,112.0078125,74.5,383.0,0.0
LM,2,110,M09,121.91927083333333,99.0,373.0,0.0
LM,2,110,M14,121.35416666666667,90.5,377.0,0.0
LM,2,110,M15,113.828125,81.0,383.0,0.0
LM,2,110,P01,83.828125,51.0,349.0,0.0
LM,2,115,M02,95.6484375,69.5,374.0,0.0
LM,2,115,M04,120.5078125,93.0,373.0,0.0
LM,2,115,M07,106.9609375,82.0,380.0,0.0
LM,2,115,M08,115.89322916666667,86.5,383.0,0.0
LM,2,115,M09,128.43229166666666,102.5,372.0,0.0
LM,2,115,M14,125.12239583333333,98.0,375.0,0.0
LM,2,115,M15,117.97395833333333,86.5,383.0,0.0
LM,2,115,P01,82.66145833333333,51.0,372.0,0.0
LM,2,120,M02,96.859375,65.5,382.0,0.0
LM,2,120,M04,115.13020833333333,84.0,382.0,0.0
LM,2,120,M07,106.578125,76.0,378.0,0.0
LM,2,120,M08,114.38541666666667,76.0,383.0,0.0
LM,2,120,M09,124.29947916666667,99.5,379.0,0.0
LM,2,120,M14,133.546875,110.0,383.0,0.0
LM,2,120,M15,109.78385416666667,77.0,377.0,0.0
LM,2,120,P01,81.57552083333333,46.0,376.0,0.0
LM,2,125,M02,100.79427083333333,74.0,382.0,0.0
LM,2,125,M04,116.57552083333333,88.5,373.0,0.0
LM,2,125,M07,102.18229166666667,78.0,375.0,0.0
LM,2,125,M08,114.546875,81.0,380.0,0.0
LM,2,125,M09,123.01041666666667,101.5,376.0,0.0
LM,2,125,M14,134.24739583333334,110.5,372.0,0.0
LM,2,125,M15,114.84114583333333,88.0,383.0,0.0
LM,2,125,P01,87.87760416666667,55.5,376.0,0.0
LM,2,130,M02,108.90625,85.0,378.0,0.0
LM,2,130,M04,120.609375,90.0,377.0,0.0
LM,2,130,M07,113.85677083333333,88.0,378.0,0.0
LM,2,130,M08,123.13541666666667,90.5,380.0,0.0
LM,2,130,M09,128.3515625,106.5,382.0,0.0
LM,2,130,M14,135.1015625,114.0,379.0,0.0
LM,3,5,M02,45.328125,19.0,355.0,0.0
LM,3,5,M04,63.817708333333336,34.5,334.0,0.0
LM,3,5,M07,51.434895833333336,25.0,375.0,0.0
LM,3,5,M08,64.5078125,35.0,379.0,0.0
LM,3,5,M09,64.0234375,37.0,354.0,0.0
LM,3,5,M14,71.0078125,38.0,365.0,0.0
LM,3,5,M15,55.8203125,25.0,322.0,0.0
LM,3,5,P01,34.091145833333336,16.0,307.0,0.0
LM,3,10,M02,95.18489583333333,70.0,371.0,0.0
LM,3,10,M04,116.0859375,80.5,382.0,0.0
LM,3,10,M07,106.58854166666667,85.5,372.0,0.0
LM,3,10,M08,115.88802083333333,85.5,382.0,0.0
LM,3,10,M09,120.27604166666667,92.5,382.0,0.0
LM,3,10,M14,136.63802083333334,119.5,380.0,0.0
LM,3,10,M15,118.04947916666667,89.5,379.0,0.0
LM,3,10,P01,85.63020833333333,46.5,381.0,0.0
LM,3,15,M02,81.86979166666667,53.0,351.0,0.0
LM,3,15,M04,106.78645833333333,73.0,374.0,0.0
LM,3,15,M07,95.53385416666667,67.0,379.0,0.0
LM,3,15,M08,107.94270833333333,74.5,373.0,0.0
LM,3,15,M09,115.41666666666667,83.5,379.0,0.0
LM,3,15,M14,119.7734375,101.0,381.0,0.0
LM,3,15,M15,105.515625,67.0,379.0,0.0
LM,3,15,P01,81.30208333333333,48.0,375.0,0.0
LM,3,20,M02,91.30729166666667,58.0,376.0,0.0
LM,3,20,M04,103.046875,65.5,382.0,0.0
LM,3,20,M07,109.7890625,77.5,367.0,0.0
LM,3,20,M08,104.2109375,70.5,368.0,0.0
LM,3,20,M09,107.43229166666667,73.5,381.0,0.0
LM,3,20,M14,123.37760416666667,93.5,381.0,0.0
LM,3,20,M15,111.03125,72.0,377.0,0.0
LM,3,20,P01,85.125,44.0,366.0,0.0
LM,3,25,M02,62.020833333333336,26.0,374.0,0.0
