model,run,step,subject,rank_mean,rank_median,rank_max,rank_min
LM_lmonly,4,30,M09,94.90364583333333,57.0,383.0,0.0
LM_lmonly,4,30,M14,106.47916666666667,75.5,381.0,0.0
LM_lmonly,4,30,M15,85.3515625,53.0,379.0,0.0
LM_lmonly,4,30,P01,66.06510416666667,35.0,355.0,0.0
LM_lmonly,4,35,M02,56.2109375,28.0,366.0,0.0
LM_lmonly,4,35,M04,77.83333333333333,49.0,371.0,0.0
LM_lmonly,4,35,M07,69.08333333333333,43.0,372.0,0.0
LM_lmonly,4,35,M08,75.14322916666667,45.0,371.0,0.0
LM_lmonly,4,35,M09,76.6484375,41.0,364.0,0.0
LM_lmonly,4,35,M14,87.83072916666667,57.0,353.0,0.0
LM_lmonly,4,35,M15,69.84635416666667,38.0,362.0,0.0
LM_lmonly,4,35,P01,48.739583333333336,25.0,346.0,0.0
LM_lmonly,4,40,M02,71.8984375,43.0,351.0,0.0
LM_lmonly,4,40,M04,81.09114583333333,42.5,373.0,0.0
LM_lmonly,4,40,M07,96.078125,63.5,362.0,0.0
LM_lmonly,4,40,M08,93.00260416666667,63.0,379.0,0.0
LM_lmonly,4,40,M09,96.61979166666667,68.0,382.0,0.0
LM_lmonly,4,40,M14,103.7890625,72.5,382.0,0.0
LM_lmonly,4,40,M15,93.27864583333333,60.5,374.0,0.0
LM_lmonly,4,40,P01,74.68229166666667,42.0,366.0,0.0
LM_lmonly,4,45,M02,61.346354166666664,30.0,355.0,0.0
LM_lmonly,4,45,M04,68.125,41.5,360.0,0.0
LM_lmonly,4,45,M07,78.33072916666667,45.0,371.0,0.0
LM_lmonly,4,45,M08,80.9609375,47.5,381.0,0.0
LM_lmonly,4,45,M09,86.875,55.5,377.0,0.0
LM_lmonly,4,45,M14,88.17447916666667,60.0,378.0,0.0
LM_lmonly,4,45,M15,68.11979166666667,35.0,380.0,0.0
LM_lmonly,4,45,P01,60.825520833333336,30.0,358.0,0.0
LM_lmonly,4,50,M02,62.640625,34.0,361.0,0.0
LM_lmonly,4,50,M04,68.23177083333333,35.5,358.0,0.0
LM_lmonly,4,50,M07,78.13020833333333,48.5,364.0,0.0
LM_lmonly,4,50,M08,81.11979166666667,45.0,377.0,0.0
LM_lmonly,4,50,M09,86.44791666666667,59.0,372.0,0.0
LM_lmonly,4,50,M14,93.171875,62.0,382.0,0.0
LM_lmonly,4,50,M15,76.93489583333333,45.0,360.0,0.0
LM_lmonly,4,50,P01,58.1328125,32.0,361.0,0.0
LM_lmonly,4,55,M02,49.5,23.0,335.0,0.0
LM_lmonly,4,55,M04,73.2578125,41.0,380.0,0.0
LM_lmonly,4,55,M07,60.028645833333336,32.0,368.0,0.0
LM_lmonly,4,55,M08,68.61197916666667,41.0,352.0,0.0
LM_lmonly,4,55,M09,76.2734375,47.5,373.0,0.0
LM_lmonly,4,55,M14,83.11458333333333,52.0,379.0,0.0
LM_lmonly,4,55,M15,60.893229166666664,34.0,337.0,0.0
LM_lmonly,4,55,P01,42.40625,21.0,312.0,0.0
LM_lmonly,4,60,M02,62.528645833333336,36.0,339.0,0.0
LM_lmonly,4,60,M04,73.17708333333333,38.5,373.0,0.0
LM_lmonly,4,60,M07,71.64583333333333,42.0,383.0,0.0
LM_lmonly,4,60,M08,80.7109375,46.0,377.0,0.0
LM_lmonly,4,60,M09,82.6328125,44.5,363.0,0.0
LM_lmonly,4,60,M14,92.96614583333333,61.5,373.0,0.0
LM_lmonly,4,60,M15,78.42708333333333,46.5,357.0,0.0
LM_lmonly,4,60,P01,62.393229166666664,35.0,370.0,0.0
LM_lmonly,4,65,M02,55.559895833333336,26.0,357.0,0.0
LM_lmonly,4,65,M04,64.8203125,34.0,357.0,0.0
LM_lmonly,4,65,M07,72.90364583333333,37.0,383.0,0.0
LM_lmonly,4,65,M08,77.29166666666667,45.0,375.0,0.0
LM_lmonly,4,65,M09,75.91145833333333,43.5,371.0,0.0
LM_lmonly,4,65,M14,83.65885416666667,53.0,378.0,0.0
LM_lmonly,4,65,M15,62.645833333333336,33.5,372.0,0.0
LM_lmonly,4,65,P01,55.807291666666664,29.0,337.0,0.0
LM_lmonly,4,70,M02,72.91927083333333,42.5,378.0,0.0
LM_lmonly,4,70,M04,83.79427083333333,48.0,373.0,0.0
LM_lmonly,4,70,M07,79.17708333333333,49.5,379.0,0.0
LM_lmonly,4,70,M08,86.47135416666667,50.0,374.0,0.0
LM_lmonly,4,70,M09,98.25520833333333,71.5,381.0,0.0
LM_lmonly,4,70,M14,97.21875,73.0,383.0,1.0
LM_lmonly,4,70,M15,82.8828125,49.0,369.0,0.0
LM_lmonly,4,70,P01,72.59895833333333,45.0,365.0,0.0
LM_lmonly,4,75,M02,62.138020833333336,29.5,366.0,0.0
LM_lmonly,4,75,M04,70.45572916666667,40.0,378.0,0.0
LM_lmonly,4,75,M07,72.05729166666667,38.0,358.0,0.0
LM_lmonly,4,75,M08,79.078125,43.5,369.0,0.0
LM_lmonly,4,75,M09,87.31510416666667,61.0,381.0,0.0
LM_lmonly,4,75,M14,91.8203125,60.0,357.0,0.0
LM_lmonly,4,75,M15,73.58854166666667,42.0,349.0,0.0
LM_lmonly,4,75,P01,59.307291666666664,34.0,343.0,0.0
LM_lmonly,4,80,M02,48.424479166666664,19.5,336.0,0.0
LM_lmonly,4,80,M04,67.08854166666667,35.0,346.0,0.0
LM_lmonly,4,80,M07,53.854166666666664,30.5,382.0,0.0
LM_lmonly,4,80,M08,65.4140625,37.0,380.0,0.0
LM_lmonly,4,80,M09,67.33072916666667,34.0,380.0,0.0
LM_lmonly,4,80,M14,79.125,45.0,353.0,0.0
LM_lmonly,4,80,M15,57.346354166666664,32.0,322.0,0.0
LM_lmonly,4,80,P01,39.466145833333336,20.0,312.0,0.0
LM_lmonly,4,85,M02,55.622395833333336,26.5,334.0,0.0
LM_lmonly,4,85,M04,78.23697916666667,44.5,370.0,0.0
LM_lmonly,4,85,M07,61.515625,31.0,382.0,0.0
LM_lmonly,4,85,M08,74.95833333333333,43.0,375.0,0.0
LM_lmonly,4,85,M09,73.71354166666667,45.5,379.0,0.0
LM_lmonly,4,85,M14,84.47395833333333,56.0,379.0,0.0
LM_lmonly,4,85,M15,64.46354166666667,34.5,324.0,0.0
LM_lmonly,4,85,P01,45.716145833333336,24.0,338.0,0.0
LM_lmonly,4,90,M02,97.59635416666667,65.0,381.0,0.0
LM_lmonly,4,90,M04,114.7421875,82.0,373.0,0.0
LM_lmonly,4,90,M07,104.73697916666667,75.5,371.0,0.0
LM_lmonly,4,90,M08,116.62239583333333,90.5,381.0,0.0
LM_lmonly,4,90,M09,120.49479166666667,98.0,374.0,0.0
LM_lmonly,4,90,M14,123.09114583333333,100.0,383.0,0.0
LM_lmonly,4,90,M15,107.0390625,74.5,383.0,0.0
LM_lmonly,4,90,P01,83.55208333333333,52.0,383.0,0.0
LM_lmonly,4,95,M02,94.64583333333333,67.5,343.0,0.0
LM_lmonly,4,95,M04,114.91927083333333,80.0,379.0,0.0
LM_lmonly,4,95,M07,103.265625,74.5,373.0,0.0
LM_lmonly,4,95,M08,113.1640625,84.0,382.0,0.0
LM_lmonly,4,95,M09,122.8515625,95.0,382.0,0.0
LM_lmonly,4,95,M14,124.7265625,111.0,381.0,0.0
LM_lmonly,4,95,M15,109.48958333333333,78.0,382.0,0.0
LM_lmonly,4,95,P01,80.46614583333333,51.5,369.0,0.0
LM_lmonly,4,100,M02,54.765625,24.5,375.0,0.0
LM_lmonly,4,100,M04,69.80208333333333,38.5,362.0,0.0
LM_lmonly,4,100,M07,62.861979166666664,31.0,375.0,0.0
LM_lmonly,4,100,M08,68.27864583333333,32.0,382.0,0.0
LM_lmonly,4,100,M09,75.97135416666667,45.5,382.0,0.0
LM_lmonly,4,100,M14,82.34114583333333,48.5,380.0,0.0
LM_lmonly,4,100,M15,60.411458333333336,30.5,325.0,0.0
LM_lmonly,4,100,P01,44.286458333333336,20.0,362.0,0.0
LM_lmonly,4,105,M02,48.455729166666664,21.0,364.0,0.0
LM_lmonly,4,105,M04,64.296875,34.5,372.0,0.0
LM_lmonly,4,105,M07,60.0,28.5,371.0,0.0
LM_lmonly,4,105,M08,67.88802083333333,38.0,378.0,0.0
LM_lmonly,4,105,M09,67.34114583333333,37.0,378.0,0.0
LM_lmonly,4,105,M14,81.54947916666667,52.5,371.0,0.0
LM_lmonly,4,105,M15,58.825520833333336,27.0,356.0,0.0
LM_lmonly,4,105,P01,41.315104166666664,20.0,311.0,0.0
LM_lmonly,4,110,M02,50.71875,22.5,358.0,0.0
LM_lmonly,4,110,M04,69.54166666666667,37.0,344.0,0.0
LM_lmonly,4,110,M07,57.059895833333336,28.0,373.0,0.0
LM_lmonly,4,110,M08,65.80729166666667,34.5,379.0,0.0
LM_lmonly,4,110,M09,67.15625,39.0,362.0,0.0
LM_lmonly,4,110,M14,84.05729166666667,45.5,368.0,0.0
LM_lmonly,4,110,M15,60.778645833333336,31.0,328.0,0.0
LM_lmonly,4,110,P01,42.296875,19.5,331.0,0.0
LM_lmonly,4,115,M02,48.606770833333336,21.0,376.0,0.0
LM_lmonly,4,115,M04,68.58333333333333,37.0,358.0,0.0
LM_lmonly,4,115,M07,58.356770833333336,28.5,382.0,0.0
LM_lmonly,4,115,M08,69.54947916666667,39.5,371.0,0.0
LM_lmonly,4,115,M09,69.30729166666667,33.5,372.0,0.0
LM_lmonly,4,115,M14,83.90104166666667,47.5,373.0,0.0
LM_lmonly,4,115,M15,58.494791666666664,30.5,327.0,0.0
LM_lmonly,4,115,P01,42.65625,21.0,337.0,0.0
LM_lmonly,4,120,M02,55.143229166666664,28.0,356.0,0.0
LM_lmonly,4,120,M04,73.25520833333333,39.5,382.0,0.0
LM_lmonly,4,120,M07,60.848958333333336,30.0,358.0,0.0
LM_lmonly,4,120,M08,74.671875,46.0,361.0,0.0
LM_lmonly,4,120,M09,77.63802083333333,44.0,376.0,0.0
LM_lmonly,4,120,M14,91.32552083333333,51.0,379.0,0.0
LM_lmonly,4,120,M15,65.30989583333333,33.5,343.0,0.0
LM_lmonly,4,120,P01,45.869791666666664,24.0,359.0,0.0
LM_lmonly,4,125,M02,42.658854166666664,17.0,350.0,0.0
LM_lmonly,4,125,M04,62.565104166666664,32.0,374.0,0.0
LM_lmonly,4,125,M07,53.950520833333336,27.0,383.0,0.0
LM_lmonly,4,125,M08,63.393229166666664,34.0,376.0,0.0
LM_lmonly,4,125,M09,59.247395833333336,34.0,374.0,0.0
LM_lmonly,4,125,M14,78.04166666666667,43.5,381.0,0.0
LM_lmonly,4,125,M15,56.802083333333336,33.0,321.0,0.0
LM_lmonly,4,125,P01,35.791666666666664,16.0,306.0,0.0
LM_lmonly,4,130,M02,51.643229166666664,27.0,364.0,0.0
LM_lmonly,4,130,M04,69.55208333333333,37.0,379.0,0.0
LM_lmonly,4,130,M07,59.71875,29.0,360.0,0.0
LM_lmonly,4,130,M08,70.17447916666667,32.0,380.0,0.0
LM_lmonly,4,130,M09,72.4296875,43.0,379.0,0.0
LM_lmonly,4,130,M14,83.44270833333333,49.5,382.0,0.0
LM_lmonly,4,130,M15,63.765625,31.0,347.0,0.0
LM_lmonly,4,130,P01,45.315104166666664,22.5,337.0,0.0
LM_lmonly,4,135,M02,48.786458333333336,23.5,364.0,0.0
LM_lmonly,4,135,M04,74.73177083333333,40.0,371.0,0.0
LM_lmonly,4,135,M07,63.799479166666664,29.5,383.0,0.0
LM_lmonly,4,135,M08,71.30729166666667,33.0,382.0,0.0
LM_lmonly,4,135,M09,74.3046875,44.0,379.0,0.0
LM_lmonly,4,135,M14,86.0546875,55.0,382.0,0.0
LM_lmonly,4,135,M15,58.46875,30.0,355.0,0.0
LM_lmonly,4,135,P01,42.255208333333336,19.0,290.0,0.0
LM_lmonly,4,140,M02,53.484375,26.0,374.0,0.0
LM_lmonly,4,140,M04,73.04947916666667,41.0,362.0,0.0
LM_lmonly,4,140,M07,67.33854166666667,33.0,378.0,0.0
LM_lmonly,4,140,M08,74.12239583333333,45.5,376.0,0.0
LM_lmonly,4,140,M09,73.69010416666667,44.0,358.0,0.0
LM_lmonly,4,140,M14,91.1640625,54.5,379.0,0.0
LM_lmonly,4,140,M15,61.6484375,31.5,367.0,0.0
LM_lmonly,4,140,P01,46.994791666666664,24.0,358.0,0.0
LM_lmonly,4,145,M02,96.86979166666667,72.5,362.0,0.0
LM_lmonly,4,145,M04,117.90104166666667,83.0,382.0,0.0
LM_lmonly,4,145,M07,113.4765625,93.0,372.0,0.0
LM_lmonly,4,145,M08,115.453125,90.0,383.0,0.0
LM_lmonly,4,145,M09,121.34635416666667,92.0,371.0,0.0
LM_lmonly,4,145,M14,128.00260416666666,97.0,380.0,0.0
LM_lmonly,4,145,M15,114.53125,88.5,379.0,0.0
LM_lmonly,4,145,P01,87.3984375,49.0,381.0,0.0
LM_lmonly,4,150,M02,52.252604166666664,28.0,359.0,0.0
LM_lmonly,4,150,M04,72.64322916666667,42.5,377.0,0.0
LM_lmonly,4,150,M07,64.94010416666667,32.0,382.0,0.0
LM_lmonly,4,150,M08,75.0,41.0,346.0,0.0
LM_lmonly,4,150,M09,81.09635416666667,48.0,379.0,0.0
LM_lmonly,4,150,M14,86.10677083333333,47.0,382.0,0.0
LM_lmonly,4,150,M15,66.67447916666667,35.0,348.0,0.0
LM_lmonly,4,150,P01,44.098958333333336,22.5,359.0,0.0
LM_lmonly,4,155,M02,57.591145833333336,33.0,373.0,0.0
LM_lmonly,4,155,M04,71.94270833333333,41.5,375.0,0.0
LM_lmonly,4,155,M07,67.81770833333333,35.0,374.0,0.0
LM_lmonly,4,155,M08,76.39322916666667,43.5,380.0,0.0
LM_lmonly,4,155,M09,77.421875,48.5,359.0,0.0
LM_lmonly,4,155,M14,98.40885416666667,64.5,380.0,0.0
LM_lmonly,4,155,M15,67.69270833333333,39.5,338.0,0.0
LM_lmonly,4,155,P01,49.783854166666664,24.0,356.0,0.0
LM_lmonly,4,160,M02,51.388020833333336,26.0,335.0,0.0
LM_lmonly,4,160,M04,69.3515625,36.5,375.0,0.0
LM_lmonly,4,160,M07,63.729166666666664,31.5,376.0,0.0
LM_lmonly,4,160,M08,73.56510416666667,40.0,383.0,0.0
LM_lmonly,4,160,M09,72.34375,42.0,366.0,0.0
LM_lmonly,4,160,M14,86.58333333333333,51.0,378.0,0.0
LM_lmonly,4,160,M15,62.682291666666664,34.0,334.0,0.0
LM_lmonly,4,160,P01,44.799479166666664,20.5,363.0,0.0
LM_lmonly,4,165,M02,52.489583333333336,24.0,333.0,0.0
LM_lmonly,4,165,M04,69.6484375,35.0,362.0,0.0
LM_lmonly,4,165,M07,59.619791666666664,32.0,372.0,0.0
LM_lmonly_scrambled,1,5,M02,104.38802083333333,70.0,379.0,0.0
LM_lmonly_scrambled,1,5,M04,128.2578125,106.5,365.0,0.0
LM_lmonly_scrambled,1,5,M07,110.75260416666667,75.0,375.0,0.0
LM_lmonly_scrambled,1,5,M08,121.4609375,92.0,380.0,0.0
LM_lmonly_scrambled,1,5,M09,118.97395833333333,94.5,381.0,0.0
LM_lmonly_scrambled,1,5,M14,141.67708333333334,108.0,383.0,0.0
LM_lmonly_scrambled,1,5,M15,111.45833333333333,82.0,375.0,0.0
LM_lmonly_scrambled,1,5,P01,106.55989583333333,74.5,383.0,0.0
LM_lmonly_scrambled,1,10,M02,54.5859375,30.0,356.0,0.0
LM_lmonly_scrambled,1,10,M04,72.48177083333333,45.0,329.0,0.0
LM_lmonly_scrambled,1,10,M07,63.856770833333336,35.0,368.0,0.0
LM_lmonly_scrambled,1,10,M08,67.61458333333333,37.0,377.0,0.0
LM_lmonly_scrambled,1,10,M09,76.09895833333333,42.0,381.0,0.0
LM_lmonly_scrambled,1,10,M14,90.19791666666667,59.0,379.0,0.0
LM_lmonly_scrambled,1,10,M15,64.79166666666667,34.0,376.0,0.0
LM_lmonly_scrambled,1,10,P01,43.7109375,19.0,316.0,0.0
LM_lmonly_scrambled,1,15,M02,49.34375,25.5,319.0,0.0
LM_lmonly_scrambled,1,15,M04,67.7265625,37.0,369.0,0.0
LM_lmonly_scrambled,1,15,M07,52.565104166666664,28.0,371.0,0.0
LM_lmonly_scrambled,1,15,M08,68.95833333333333,36.0,370.0,0.0
LM_lmonly_scrambled,1,15,M09,66.7734375,31.5,383.0,0.0
LM_lmonly_scrambled,1,15,M14,79.0234375,49.0,372.0,0.0
LM_lmonly_scrambled,1,15,M15,55.541666666666664,31.0,336.0,0.0
LM_lmonly_scrambled,1,15,P01,30.565104166666668,14.0,296.0,0.0
LM_lmonly_scrambled,1,20,M02,39.010416666666664,18.0,380.0,0.0
LM_lmonly_scrambled,1,20,M04,57.596354166666664,30.0,345.0,0.0
LM_lmonly_scrambled,1,20,M07,54.440104166666664,29.0,352.0,0.0
LM_lmonly_scrambled,1,20,M08,56.302083333333336,27.5,351.0,0.0
LM_lmonly_scrambled,1,20,M09,57.041666666666664,27.5,365.0,0.0
LM_lmonly_scrambled,1,20,M14,67.3125,36.5,376.0,0.0
LM_lmonly_scrambled,1,20,M15,53.361979166666664,25.0,366.0,0.0
LM_lmonly_scrambled,1,20,P01,21.174479166666668,8.0,309.0,0.0
LM_lmonly_scrambled,1,25,M02,108.85416666666667,78.0,376.0,0.0
LM_lmonly_scrambled,1,25,M04,112.10677083333333,87.5,383.0,0.0
LM_lmonly_scrambled,1,25,M07,114.16666666666667,86.0,374.0,0.0
LM_lmonly_scrambled,1,25,M08,114.44010416666667,92.5,377.0,0.0
LM_lmonly_scrambled,1,25,M09,134.61979166666666,109.5,382.0,0.0
LM_lmonly_scrambled,1,25,M14,126.62239583333333,96.5,382.0,0.0
LM_lmonly_scrambled,1,25,M15,112.296875,86.0,381.0,0.0
LM_lmonly_scrambled,1,25,P01,82.5859375,52.0,369.0,0.0
LM_lmonly_scrambled,1,30,M02,55.390625,32.0,329.0,0.0
LM_lmonly_scrambled,1,30,M04,70.87239583333333,37.5,379.0,0.0
LM_lmonly_scrambled,1,30,M07,64.515625,35.0,364.0,0.0
LM_lmonly_scrambled,1,30,M08,68.8515625,38.5,377.0,0.0
LM_lmonly_scrambled,1,30,M09,69.84114583333333,33.5,381.0,0.0
LM_lmonly_scrambled,1,30,M14,93.0,58.0,378.0,0.0
LM_lmonly_scrambled,1,30,M15,74.72395833333333,38.0,383.0,0.0
LM_lmonly_scrambled,1,30,P01,41.890625,18.0,301.0,0.0
LM_lmonly_scrambled,1,35,M02,96.765625,69.0,367.0,0.0
LM_lmonly_scrambled,1,35,M04,111.97916666666667,82.0,383.0,0.0
LM_lmonly_scrambled,1,35,M07,95.37239583333333,69.0,380.0,0.0
LM_lmonly_scrambled,1,35,M08,105.38802083333333,76.5,375.0,0.0
LM_lmonly_scrambled,1,35,M09,113.97916666666667,86.0,383.0,0.0
LM_lmonly_scrambled,1,35,M14,125.90364583333333,97.0,380.0,0.0
LM_lmonly_scrambled,1,35,M15,103.11979166666667,74.0,375.0,0.0
LM_lmonly_scrambled,1,35,P01,67.72916666666667,40.5,370.0,0.0
LM_lmonly_scrambled,1,40,M02,111.90104166666667,83.5,377.0,0.0
LM_lmonly_scrambled,1,40,M04,131.8515625,110.5,381.0,0.0
LM_lmonly_scrambled,1,40,M07,123.45833333333333,101.0,371.0,0.0
LM_lmonly_scrambled,1,40,M08,116.89583333333333,86.5,371.0,0.0
LM_lmonly_scrambled,1,40,M09,134.91927083333334,105.5,380.0,0.0
LM_lmonly_scrambled,1,40,M14,151.9609375,135.5,380.0,0.0
LM_lmonly_scrambled,1,40,M15,133.81510416666666,110.0,382.0,0.0
LM_lmonly_scrambled,1,40,P01,82.546875,62.0,362.0,0.0
LM_lmonly_scrambled,1,45,M02,52.533854166666664,30.0,366.0,0.0
LM_lmonly_scrambled,1,45,M04,75.26041666666667,39.5,369.0,0.0
LM_lmonly_scrambled,1,45,M07,67.16666666666667,37.0,355.0,0.0
LM_lmonly_scrambled,1,45,M08,67.91927083333333,38.0,381.0,0.0
LM_lmonly_scrambled,1,45,M09,75.52604166666667,50.0,379.0,0.0
LM_lmonly_scrambled,1,45,M14,89.8515625,56.5,359.0,0.0
LM_lmonly_scrambled,1,45,M15,64.77864583333333,33.5,360.0,0.0
LM_lmonly_scrambled,1,45,P01,34.09375,14.0,371.0,0.0
LM_lmonly_scrambled,1,50,M02,33.34375,15.0,305.0,0.0
LM_lmonly_scrambled,1,50,M04,48.151041666666664,21.0,318.0,0.0
LM_lmonly_scrambled,1,50,M07,42.9765625,21.0,340.0,0.0
LM_lmonly_scrambled,1,50,M08,51.2109375,22.5,362.0,0.0
LM_lmonly_scrambled,1,50,M09,56.234375,26.0,383.0,0.0
LM_lmonly_scrambled,1,50,M14,63.880208333333336,36.5,347.0,0.0
LM_lmonly_scrambled,1,50,M15,44.2421875,21.5,321.0,0.0
LM_lmonly_scrambled,1,50,P01,18.286458333333332,6.0,259.0,0.0
LM_lmonly_scrambled,1,55,M02,29.408854166666668,13.0,256.0,0.0
LM_lmonly_scrambled,1,55,M04,47.690104166666664,23.0,364.0,0.0
LM_lmonly_scrambled,1,55,M07,37.442708333333336,16.5,368.0,0.0
LM_lmonly_scrambled,1,55,M08,45.830729166666664,20.0,365.0,0.0
LM_lmonly_scrambled,1,55,M09,49.447916666666664,23.0,380.0,0.0
LM_lmonly_scrambled,1,55,M14,61.044270833333336,31.0,362.0,0.0
LM_lmonly_scrambled,1,55,M15,39.924479166666664,18.0,373.0,0.0
LM_lmonly_scrambled,1,55,P01,12.729166666666666,4.0,231.0,0.0
LM_lmonly_scrambled,1,60,M02,29.71875,12.0,252.0,0.0
LM_lmonly_scrambled,1,60,M04,45.359375,23.0,326.0,0.0
LM_lmonly_scrambled,1,60,M07,40.846354166666664,19.0,377.0,0.0
LM_lmonly_scrambled,1,60,M08,48.552083333333336,20.0,381.0,0.0
LM_lmonly_scrambled,1,60,M09,54.736979166666664,27.0,372.0,0.0
LM_lmonly_scrambled,1,60,M14,65.7890625,33.5,369.0,0.0
LM_lmonly_scrambled,1,60,M15,42.6875,19.0,324.0,0.0
LM_lmonly_scrambled,1,60,P01,15.591145833333334,6.5,238.0,0.0
LM_lmonly_scrambled,1,65,M02,30.96875,14.0,320.0,0.0
LM_lmonly_scrambled,1,65,M04,53.119791666666664,27.0,372.0,0.0
LM_lmonly_scrambled,1,65,M07,39.278645833333336,18.0,347.0,0.0
LM_lmonly_scrambled,1,65,M08,52.033854166666664,25.0,377.0,0.0
LM_lmonly_scrambled,1,65,M09,59.2890625,30.0,383.0,0.0
LM_lmonly_scrambled,1,65,M14,71.24739583333333,38.0,369.0,0.0
LM_lmonly_scrambled,1,65,M15,44.932291666666664,18.0,334.0,0.0
LM_lmonly_scrambled,1,65,P01,15.346354166666666,6.0,301.0,0.0
LM_lmonly_scrambled,1,70,M02,78.13020833333333,40.0,373.0,0.0
LM_lmonly_scrambled,1,70,M04,89.58854166666667,54.0,379.0,0.0
LM_lmonly_scrambled,1,70,M07,85.6953125,57.0,372.0,0.0
LM_lmonly_scrambled,1,70,M08,91.92708333333333,57.0,368.0,0.0
LM_lmonly_scrambled,1,70,M09,88.8515625,52.0,375.0,0.0
LM_lmonly_scrambled,1,70,M14,103.7109375,80.5,370.0,0.0
LM_lmonly_scrambled,1,70,M15,85.7421875,47.5,359.0,0.0
LM_lmonly_scrambled,1,70,P01,47.979166666666664,17.0,349.0,0.0
LM_lmonly_scrambled,1,75,M02,84.26041666666667,40.5,377.0,0.0
LM_lmonly_scrambled,1,75,M04,88.97395833333333,54.5,377.0,0.0
LM_lmonly_scrambled,1,75,M07,81.59375,43.0,379.0,0.0
LM_lmonly_scrambled,1,75,M08,90.79947916666667,50.5,378.0,0.0
LM_lmonly_scrambled,1,75,M09,88.828125,49.0,381.0,0.0
LM_lmonly_scrambled,1,75,M14,109.6171875,83.0,377.0,0.0
LM_lmonly_scrambled,1,75,M15,83.94010416666667,44.5,377.0,0.0
LM_lmonly_scrambled,1,75,P01,50.109375,18.0,375.0,0.0
LM_lmonly_scrambled,1,80,M02,78.80729166666667,36.0,369.0,0.0
LM_lmonly_scrambled,1,80,M04,88.625,56.5,383.0,0.0
LM_lmonly_scrambled,1,80,M07,87.19270833333333,46.0,378.0,0.0
LM_lmonly_scrambled,1,80,M08,90.48958333333333,49.0,377.0,0.0
LM_lmonly_scrambled,1,80,M09,88.93489583333333,51.5,379.0,0.0
LM_lmonly_scrambled,1,80,M14,111.63541666666667,77.5,378.0,0.0
LM_lmonly_scrambled,1,80,M15,86.07552083333333,54.5,356.0,0.0
LM_lmonly_scrambled,1,80,P01,53.872395833333336,20.5,349.0,0.0
LM_lmonly_scrambled,1,85,M02,85.7578125,43.5,368.0,0.0
LM_lmonly_scrambled,1,85,M04,98.4140625,68.0,371.0,0.0
LM_lmonly_scrambled,1,85,M07,87.515625,55.0,378.0,0.0
LM_lmonly_scrambled,1,85,M08,93.7421875,59.5,379.0,0.0
LM_lmonly_scrambled,1,85,M09,99.05989583333333,68.0,381.0,0.0
LM_lmonly_scrambled,1,85,M14,115.23177083333333,90.0,372.0,0.0
LM_lmonly_scrambled,1,85,M15,90.68489583333333,57.0,349.0,0.0
LM_lmonly_scrambled,1,85,P01,59.0234375,26.5,378.0,0.0
LM_lmonly_scrambled,1,90,M02,38.307291666666664,17.0,291.0,0.0
LM_lmonly_scrambled,1,90,M04,59.268229166666664,32.5,334.0,0.0
LM_lmonly_scrambled,1,90,M07,49.078125,24.5,287.0,0.0
LM_lmonly_scrambled,1,90,M08,55.3984375,26.0,378.0,0.0
LM_lmonly_scrambled,1,90,M09,63.286458333333336,35.0,376.0,0.0
LM_lmonly_scrambled,1,90,M14,77.38020833333333,45.0,375.0,0.0
LM_lmonly_scrambled,1,90,M15,58.177083333333336,29.0,359.0,0.0
LM_lmonly_scrambled,1,90,P01,22.221354166666668,9.0,373.0,0.0
LM_lmonly_scrambled,1,95,M02,36.1015625,16.0,323.0,0.0
LM_lmonly_scrambled,1,95,M04,53.768229166666664,26.0,383.0,0.0
LM_lmonly_scrambled,1,95,M07,49.356770833333336,25.0,353.0,0.0
LM_lmonly_scrambled,1,95,M08,53.013020833333336,27.0,379.0,0.0
LM_lmonly_scrambled,1,95,M09,58.3359375,31.0,371.0,0.0
LM_lmonly_scrambled,1,95,M14,73.95572916666667,43.0,358.0,0.0
LM_lmonly_scrambled,1,95,M15,51.510416666666664,24.0,358.0,0.0
LM_lmonly_scrambled,1,95,P01,19.283854166666668,8.0,307.0,0.0
LM_lmonly_scrambled,1,100,M02,31.552083333333332,12.0,313.0,0.0
LM_lmonly_scrambled,1,100,M04,46.375,22.0,345.0,0.0
LM_lmonly_scrambled,1,100,M07,40.75,17.0,355.0,0.0
LM_lmonly_scrambled,1,100,M08,48.283854166666664,22.0,364.0,0.0
LM_lmonly_scrambled,1,100,M09,52.286458333333336,23.0,375.0,0.0
LM_lmonly_scrambled,1,100,M14,61.747395833333336,34.5,362.0,0.0
LM_lmonly_scrambled,1,100,M15,42.7265625,18.0,317.0,0.0
LM_lmonly_scrambled,1,100,P01,15.411458333333334,6.0,227.0,0.0
LM_lmonly_scrambled,1,105,M02,33.122395833333336,13.5,299.0,0.0
LM_lmonly_scrambled,1,105,M04,51.208333333333336,25.5,356.0,0.0
LM_lmonly_scrambled,1,105,M07,43.520833333333336,20.0,378.0,0.0
LM_lmonly_scrambled,1,105,M08,53.557291666666664,26.5,355.0,0.0
LM_lmonly_scrambled,1,105,M09,53.700520833333336,27.0,375.0,0.0
LM_lmonly_scrambled,1,105,M14,69.63541666666667,40.0,347.0,0.0
LM_lmonly_scrambled,1,105,M15,48.432291666666664,22.5,349.0,0.0
LM_lmonly_scrambled,1,105,P01,18.072916666666668,6.0,206.0,0.0
